index;lat;lang;ortname;locationradius;text;texteng;longtext;longtexteng;zeit;gtater;dtater;alttater;gopfer;dopfer;altopfer;altdiff;link;imglink
145;53,068616;8,822282;Fähranleger Sielwallfähre;25;"""Bist du aus einer Shampoo-Werbung?"" ""Nein!"" ""Ich will aber an deinen Haaren riechen.""";"""Are you from a shampoo commercial?"" ""No!"" ""But I want to smell your hair.""";"Ich wurde heute rechts neben dem Fähranleger am Osterdeich gecatcallt. War grade dabei meine Freunde zu suchen als mir eine Gruppe von ca. 8 Menschen entgegen kam einer hat mir fragend zugerufen ob ich aus irgendeiner Shampoo Werbung sei. Woraufhin ich: ""Nein"" sagte. Er hat noch gesagt er will ein Foto mit mir und als er dann letztendlich an mir vorbeiging rief er: ,""Ich will aber an deinen Haaren riechen!"" Einfach ekelhaft.";"Today I was catcalled on the right side of the ferry dock at the Osterdeich [dike by the river]. I was looking for my friends when a group of roughly 8 people came towards me, one of them shouted if I was in some kind of shampoo commercial. I said ""no."" He then said he wanted a picture taken with me, as he was finally walking away he shouted: ""but I want to smell your hair!"" Just gross.";NAN;m;g;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CSxddtmj3hP/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/239146702_268820034740071_6748715803283256980_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=UsO9s7jK00YAX_fPD0e&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD7j6QMB7zXQ3L7oOE2EYsHlG5-LpDw4f4JK43YL4MmBg&oe=65C2F103&_nc_sid=10d13b
146;53,072348;8,817811;Sparkasse Viertel;25;"Er packte mich am Handgelenk: ""Dich fick ich heute Nacht so richtig!"" Ich war 13.";"He grabbed me by the wrist: ""I'm gonna fuck you hard tonight!"" I was 13.";"Ist bei der Sparkasse am Sielwall passiert. Ich war zu dem Zeitpunkt 13 und bin relativ früh morgens (so gegen 5) mit zwei Freunden zu einer anderen Freundin gelaufen. Am Sielwall waren viele Betrunkene und ein Typ hat mich plötzlich am Handgelenk festgehalten und gesagt ""Dich fick ich heute Nacht so richtig"". Ich war zu erschrocken um irgendwas zu machen, zum Glück hat einer der Freunde mich befreit und weitergezogen. Ich weiß nicht, was sonst passiert wäre.";"Happened at the Sparkasse at the Sielwall [location, bank in the Viertel]. At that time I was 13 and was walking with two friends to another friends house, it was relatively early in the morning (about 5am). At the Sielwall were many drunk people and all of a sudden a dude grabbed me by the wrist and said: ""I'm going to fuck you so hard tonight"". I was too shocked to do anything. Luckily, one of my friends freed my wrist and pulled me away. I don't know what would've happened otherwise.";mo;m;e;NAN;NAN;NAN;13;+;https://www.instagram.com/p/CSsERvrDYK7/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/238865627_163131202507210_8697273810577326188_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=Y3-D83eYb7UAX9_KRl3&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAri9enVUUaqNrcBkX2gYb-t3jmilZXG2_aBTvURW3J2w&oe=65C44083&_nc_sid=10d13b
147;53,072930;8,822690;Sielwallkreuzung;25;"""Hey Süße!"" Ich war 14, die 40.";"""Hey sweetie!"" I was 14, they 40.";"Am Sielwall Eck haben mir so 40 Jährige aus dem Fenster ""Hey Süße!"" hinterhergerufen als ich 14 war.";"When I was 14 some 40 year olds shouted ""hey sweetie"" out of the window at the Sielwall Eck [location in the 'Viertel' in Bremen].";NAN;NAN;g;40;w;NAN;14;26;https://www.instagram.com/p/CSm8lf7LFcw/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/238575259_4938579136159009_5907929824416860809_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=WACP57QPGx8AX_6hcdt&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCeqaYdnlc_8gakQmWgBAIj-DwFJlC776q0hSpc82K98g&oe=65C2D6B8&_nc_sid=10d13b
148;53,084880;8,827107;Wachmannstraße;25;*Knutschgeräusche* Fuhr an mir vorbei und pfiff mich an.;*snogging noises* Drove past me and whistled at me.;In der Wachmannstraße, ungefähr gegenüber dem Roten-Kreuz-Gebäude, lief ich auf dem Bürgersteig, als auf dem Radweg direkt neben mir ein Kerl auf dem Rad entgegenkam und Knutschgeräusche in meine Richtung machte. Als ich nicht reagierte, pfiff er mich auch noch an, während er an mir vorbeifuhr. Ich schrie ihm dann nach, was denn nicht richtig sei mit ihm. Ist schon einige Wochen her, der 17. September.;On the Wachmannstraße [street in Schwachhausen, a part of Bremen] across the Red Cross building, I was walking on the sidewalk when directly next to me, on the bike lane, a guy came towards me on his bike and made kissing noises in my direction. When I didn't react, he whistled at me, while passing by. I shouted after him, what's wrong with him. It's already a few weeks ago, September 17th.;NAN;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CShr0qJLzQF/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/236092748_371921831193598_2152911541514099335_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=l5e71xplKmoAX-gKbXp&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfB_IBG68X_40oJnapAzyU-sFruaHn22hFUiymvhX_BLYg&oe=65C30BF1&_nc_sid=10d13b
149;53,083050;8,813447;Hauptbahnhof;50;"Er guckte auf meine Brüste und rief: ""Ey, geile Titten!""";"He looked at my breasts and shouted: ""Hey, hot tits!""";"Vor circa einem Jahr war ich mit ner Freundin im  Hauptbahnhof. Wir wollten mit dem Zug nach Hamburg. Da ist ein Mann auf uns zu gelaufen hat mir auf meine Brüste geguckt und nur gebrüllt: ""Eyy, geile Titten"". Obwohl der Bahnhof voll war hat niemand irgendwie reagiert und ich leider auch nicht. Im Nachhinein ärgere ich mich und hätte gerne was gemacht, aber das kam total aus dem nichts und er ist dann auch schnell gegangen.";"A year ago, a friend and I were at the central station. We wanted to take the train to Hamburg. A man walked in front of us and stared at my neckline and shouted: ""Eyy, nice titties"" The central station was full of people but no one reacted, me neither. After what happened I got quite angry and would've wanted to do something, but it came out of nowhere and he walked away quickly.";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CSW0ZlNjovw/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/233826389_624719888508846_5320685767290242753_n.jpg?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=JxFNu6V4yAoAX_DVmcD&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCtmHBaPNQTmt0EEaeq4d-ctOfLffay0J_GCVd2H9FYWA&oe=65C34E35&_nc_sid=10d13b
150;53,081847;8,811843;Bahnhofsviertel;200;Er gab keine Ruhe, bis ich mir seine Nummer aufschrieb!;He didn't give up until I wrote down his number!;Seit ich hier in einer größeren Stadt wohne, häuft sich das Catcalling. Im Bahnhofsviertel wurde ich auf der Straße von einem jungen Mann nicht in Ruhe gelassen, bis ich mir seine Nummer aufgeschrieben habe, er ist sogar mit mir mitgelaufen, als ich weggehen wollte. Kontaktiert habe ich ihn natürlich nicht, auch, wenn ich das versprechen sollte.;Since I live in this bigger city, catcalling happens increasingly often. Near the main station a young man didn't leave me alone until I wrote down his number, he even walked with me, as I wanted to go away. Obviously, I didn't contact him even though he made me promise.;NAN;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CSMHZU1DBGr/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/232293650_263427428564240_682505207504906965_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=jIYdBvi89nAAX_xgmwO&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBTR0Q_9ameoGAc5L0ycBKnkJZA_W02MD7yOEzuCOz_0w&oe=65C350EF&_nc_sid=10d13b
151;53,082469;8,812637;Hauptbahnhof;50;"""Die sieht geil aus! Geiler Arsch!""";"""She looks hot! Nice ass!""";"Direkt vor dem Hauptbahnhof rief mir ein Mann zu ""Die sieht geil aus"". An ihm vorbei, grade den Bahnhof betreten kam noch ein ""geiler Arsch"" hinterher.";"Right in front of the main station, a man called out to me ""She looks hot"". Another ""hot ass"" came past him, having just entered the station.";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CSJkzx4rAzu/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/232006680_976706366500178_7809515537507077384_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwNzkuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=kL_igydlKAkAX99ADOf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAF8CD1Ie7jk_-nFF-rbnYNxczL0RzuDlHXVnJRrxj0JQ&oe=65C32160&_nc_sid=10d13b
152;53,082233;8,853543;Kurfürstenallee;100;"Ich spazierte mit meinem Hund: ""Willst du mich einmal kraulen?""";"I was walking my dog: ""Don't you wanna scratch me too?""";"Ich war mit meinem Hund draußen und der hat einen alten Herren (um die 80) etwas dolle fixiert und hat an der Leine gezogen. Um ihn zu beruhigen hab ich meinen Hund in Sitz gebracht (zwischen meinen Beinen) und ich am Kopf gekrault. Der alte Mann blieb stehen und fragte mich ""Willst du mich nicht nicht einmal kraulen"".";"I was out with my dog and he was quite obsessed with an older man (around 80) and started pulling on the leash. To calm him down I made him sit (in between my legs) and scratched his head. The old man stopped and asked ""Don't you wanna scratch me too?""";NAN;m;e;80;NAN;NAN;NAN;-;https://www.instagram.com/p/CR_Ox8fLlwe/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/227085242_1186244355228150_5731762844009538_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=h55HrRV4WssAX9i0mJv&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfC4kBANRF-7qUyCTgfrUNOES24ciOdUlX0iLvWMMmA8tA&oe=65C39A64&_nc_sid=10d13b
153;53,094466;8,859102;Friedhof Riensberg;150;Erst fragte er mich nach dem Weg. Dann verfolgte er mich!;First he asked me for directions. Then he followed me!;Ich war am Freitag auf dem Weg zur Haltestelle als ein Mann mich am Riensberger Friedhof nach dem Weg zur Uni fragte. Ich habe ihm beschrieben wie er dorthin kommt und gesagt, ich müsste jetzt gehen. Als ich an der Haltestelle ankam, stand er plötzlich wieder neben mir. Er hatte mich verfolgt und frage mich, wie ich denn heißen würde und ob ich in der Nähe wohne. Ich habe mich wahnsinnig bedrängt gefühlt und ihm gesagt ich wolle nicht mit ihm reden.;On Friday I was on the way to the tram stop when a man near the Riensberg cemetery asked me for directions to the university. I described to him how to get there and said I had to go now. When I got to the stop he suddenly was next to me again. He had followed me and asked what my name was and if I lived close by. I felt extremely harassed and told him I didn't want to talk to him.;NAN;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CR18Q6OrFUw/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/225241339_181657163883712_3410824292432680012_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=OGjUO93pqJAAX9O-AbM&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDmT5c0Q512hbQQchdsXUEIlqwdmfDbvhjX3PtIrK4gkw&oe=65C3C100&_nc_sid=10d13b
154;53,108087;8,853837;Staats- und Universitätsbibliothek;50;Sie haben mir ständig in den Ausschnitt geschaut.;They were constantly looking at my cleavage.;"In der Bibliothek der Universität Bremen saß ich an einem Gruppentisch und hab gelernt. Es war ziemlich warm draußen und ich trug ein Kleid mit einem relativ weitem Ausschnitt. Mir gegenüber saß ein Typ, der mir standig in den Ausschnitt geschaut hat. Er hat es nicht einmal versucht zu verstecken. Dann hat er irgendwann sein Handy genommen und scheinbar einem Freund geschrieben, der ein paar Tische weiter saß. Der Freund kam daraufhin zu unserem Gruppentisch, hat sich hinter den Typen mir gegenüber gestellt und auch in meinen Ausschnitt gestarrt. Ich habe es sofort bemerkt und die beiden angeguckt, die haben mich angegrinst und einfach nur ""Hi"" gesagt. Ich muss sagen, ich weiß nicht in wie weit der Vorfall als Catcalling benannt werden kann. Eine Belästigung war jedoch eindeutig vorhanden, ich habe mich durch die ständigen Blicke sehr bedrängt gefühlt. Also quasi eine ""nonverbale sexuelle Belästigung""?";"I was studying at a group table in the library of the university. It was really warm outside, therefore I was wearing a dress with a pretty low cleavage. A guy was sitting across the table and kept staring at my chest. He wasn't even trying to hide it. After a while he grabbed his phone and I think he called a friend, who was sitting a couple tables over. After the call his friend came over to our table, stood right behind him and also started looking at my cleavage. I immediately realized what was going on and looked directly at them. They were grinning and just said ""Hi"". I don't really know if this incident counts as catcalling, but I absolutely believe it was harassment. I felt very self-conscious because of their looks. You could say it was some kind of non-verbal harrassment.";NAN;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRuKvC9rtHL/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/221706050_574429760383706_4127526598645800624_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDI0eDEwMjQuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=FTopdsu_rwIAX_jiEJc&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAIIPfmtc6CRzVbIdsbY2I7qfl_nBGllNVKU4b6k-1QdQ&oe=65C2B3F2&_nc_sid=10d13b
155;53,057831;8,852409;Erdbeerbrücke (Karl-Carstens-Brücke);100;"""Hey Süße! Bock zu ficken?""";"""Hey sweetie! Want to fuck?""";"Auf der Erdbeerbrücke ist häufiger Stau und wenn ich mit dem Rad dort lang fahre kamen schon hin und wieder Pfiffe und Sprüche wie ""Hey Süße"" aus den Autos. Letztens wurde ich ganz direkt gefragt: ""Bock zu ficken?"". Ich hab dann angehalten und ihn lautstark darauf hingewiesen, dass absolut niemand so scheiße aus einem Auto heraus angesprochen werden möchte. Er hat dann androhend die Tür einen Spalt aufgemacht und ich bin schnell weggefahren.";"Frequently there is traffic jam at the ""Erdbeerbrücke"" and sometimes, when I pass the bridge with my bike, i can hear men whistling and calling things like ""hey sweety"" out of their cars. Last time I came along there, someone asked me if I was ""eager to fuck"" and when I told him, that noone likes to be treated and talked to like this, he opened the door of his car, threatening me - I just cycled on as fast, as I could.";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRmzfHZrJaT/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/220590747_322043649614033_2378979127049530378_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=QMseCenNtBwAX8juxwN&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfB_zppDNYNfpgpWrN8CprBnlld6Y_YBabIA0n1xFRTQWg&oe=65C352E3&_nc_sid=10d13b
156;53,081697;8,815082;Edeka Hauptbahnhof;25;"""Du Fotze hast keinen Respekt!""";"""You cunt have no respect!""";"Ich bin an einem warmen Tag dieses Jahr das erste mal mit kurzer Hose draußen gewesen. Und wurde am Bahnhof bei Edeka von nen Typen der da mit mehreren stand richtig herablassend gefragt ob ich seine Sprache sprechen würde weil er mir n Kompliment machen will. Darauf hab ich nicht geantwortet und bin an ihm vorbei gelaufen. Dann hat er mir hinterher gerufen: ""Du Fotze, hast du kein Respekt, dass du nicht antwortest.""";"On a warm day, I went out in shorts for the first time this year. And close to the station at Edeka [German supermaket chain] a guy who was standing there with some others asked me in a quite condescending way if I spoke his language because he wanted to compliment me. I didn't reply and walked past him. He then shouted after me: ""You cunt, don't you have any respect that you don't answer.""";NAN;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRUgXisrHew/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/213798491_120920430237377_145834280943224134_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=MiaghQWUnDkAX8c8kwY&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD24eBEqF3Ft9dRQLsec0bAxAr0j0n7RHL6zTxb1m6LJg&oe=65C410BE&_nc_sid=10d13b
157;53,084255;8,815176;Hauptbahnhof;50;"""Du geile Fotze!""";"""You sexy cunt!""";"Ich kam vom Flohmarkt, es war Sommer, lief am Hintereingang des Bahnhofes vorbei und ein vermutlich extrem betrunkener Mann schrie mich förmlich an ""Du geile Fotze!"". Ich bin einfach weitergelaufen, stocksteif. Normalerweise mache Ich immer den Mund auf und sage etwas, hier hatte Ich Angst einfach nur aufs Maul zu bekommen und hab zugesehen einfach so schnell es geht abzuhauen - und das auch noch an einem sonnigen, belebten Sonntag Vormittag.";"There were countless situations, but one of them stands out the most: I was leaving the flea market, it was summer, walked past the back entrance of the main station and a probably extremely drunk man literally screamed at me: ""You horny/awesome cunt!"". I just kept walking, stiff muscles. Usually, I say something, here I was scared of getting beaten up and just cared about getting away - and that happened on a sunny, bustling Sunday afternoon.";v;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRPYlkWLCCU/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/217412394_336169621440195_4885253854427423092_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=WJf-A0sI1EMAX_I8g1L&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDteJhSbIqaXcRRMI34JmATmeyiQ_PU6lhcboBnewkqzA&oe=65C2FDEA&_nc_sid=10d13b
158;53,075906;8,819419;Auf den Häfen;50;"""Du scheiß Drecksfotze! Hast du keine Gefühle? Lächeln doch mal."" ... ""Scheiß Drecksfotze!"". Ich hatte mein Kind dabei!";"""You fucking dirty cunt! Don't you have any feelings? Why don't you smile?"" ... ""Fucking dirty cunt!"". I had my child with me!";"Ich laufe vor ca. 3-4 Monaten die Straße ""Auf den Häfen"", Richtung Rembertikreisel lang. Von hinten kommt ein Typ, läuft an mir vorbei und sagt grinsend ""Hallo"". Ich antworte nicht weil mein inneres Gefühl mir sofort sagt dass ich sonst nur in ein weiteres unangenehmes Gespräch verwickelt werden würde auf das ich keine Lust habe. Darauf hin rastet der Typ auf einmal richtig aus und beschimpft mich: ""Du scheiß Drecksfotze, hast du keine Gefühle? Lächel doch mal und sag Hallo!"" Ich habe mich innerlich emotional komplett abgeschottet in dem Moment vor Angst weil er so schnell so viel Wut zeigte. Ironisch oder? Er lief dann weiter und drehte sich immer wieder um, trat vor Wut gegen eine Hauswand und brüllte noch zwei mal ""Scheiß Drecksfotze!"" Dabei schob ich die ganze Zeit übrigens mein kleines, 1-jähriges Kind vor mir im Kinderwagen.";"3-4 months ago, I was walking along ""Auf den Häfen"", the street towards the Rembertikreisel. A guy came up from behind me, grinned and said ""Hello"". I didn't reply, because my gut feeling was already telling me it would only lead to an unpleasant conversation I didn't want. Then he got really angry and started yelling at me ""You dirty cunt, don't you have feelings? Come on, smile and say hello!"" I immediately shut down emotionally, because his sudden angry outburst scared me. Ironic, isn't it? He then walked away, but kept turning around, angrily kicked the wall of a house and yelled ""dirty cunt"" again twice. All the while I was pushing my one-year-old child in a stroller.";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRMv29dLXqT/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/213102952_2887938131471083_453552951236027489_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=2xb9y4k2AMEAX_ZIsmx&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfC_Fqw_8Y28JaD_n9m22-dNwMQH-6FvEM7d3Bd8doqojQ&oe=65C27671&_nc_sid=10d13b
159;53,087818;8,810601;Bürgerweide;50;"""Bist du spontan? Weil ich hätte gern einen Quickie mit dir!""";Are you spontaneous? Because I'd like to have a quickie with you!;"Ich habe vor ein paar Tagen auf dem Parkplatz Bürgerweide in der Nähe vom Skater mein Auto geparkt. Als ich noch meine Tasche aus dem Kofferraum geholt hab spricht mich ein Typ an: ""Bist du spontan? Weil ich hätte gern einen Quickie mit dir."" ich war richtig perplex und meinte nur ""ne sorry"". Er ist dann zum Glück weg. Ich  hatte den ganzen Tag schiss, dass er mein Auto zerkratzt oder sonst was.";"A few days ago I parked my car in the car park Bürgerweide close to the skate park. While I was taking my bag out of the trunk a dude came up to me like: ""Are  spontaneous? Cause I'd like a quickie with you."" I was totally perplexed and just said: ""No sorry"". Luckily, he then walked away. I was scared the whole day, he would scratch my car or worse.";NAN;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CRKZ1tprZ5H/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/213248146_543280090141517_4831253701299522951_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=lZUADHWrkw4AX_5Z6CJ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfC5Atuln7SZFEACvJWnB36V98OGdqy_qXBF8FQH8cx40g&oe=65C421CD&_nc_sid=10d13b
160;53,081435;8,812671;Hauptbahnhof;25;Er präsentiere uns seinen Penis und holte sich einen runter.;He presented us his penis and jerked off.;Ich war am Donnerstag mit einer Freundin in Bremen auf dem Weg zum Bahnhof. Wir liefen durch die kleine Seitenstraße (Woolworth ist da) auf den Bahnhof zu und unterhielten uns. Weiter vor uns stand ein Mann und sagte irgendetwas zu uns während er seine Hand in seinem Schritt hatte. Ich dachte mir in dem Moment schon so: Wetten wir werden gleich irgendwie dumm angemacht! Als wir dann näher kamen sahen wir, dass er uns einfach mit offenem Hosenstall seinen fucking Penis präsentierte und sich einen runterholte. Wir sind dann schnell weitergegangen und haben ihn einfach ignoriert. Ich war ehrlich gesagt gar nicht so schockiert weil ich irgendwie schon drauf vorbereitet war aber wie traurig ist das bitte dass ich 1. einfach mit so einer Situation rechne als wäre es etwas alltägliches und 2. so eine Erfahrungen mich einfach nicht mehr krass schockiert oder mitnimmt weil es einfach schon oft genug passiert ist. Denke vielen anderen geht es wahrscheinlich ähnlich.;On Thursday a friend and I were on the way to the station in Bremen. We were walking through a little side street (where Woolworth is) towards the station and talked. Further ahead stood a man, who said something to us while having his hand on his crotch. In that moment I already thought: Bet ya, we'll be harassed! When we came closer we saw that he was showing us his fucking penis through his open zipper and jerking off. We walked past quickly and ignored him. Frankly, I wasn't that shocked because I was prepared. But come on, how sad is that I 1. already expected such a situation as if it was totally normal and happens every day and 2. such an experience doesn't even shock me that much anymore or upset me because it already happened so often. I think many are probably feeling the same way.;NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CRHjbN1rRCp/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/212534700_848995722719801_1136903476634446497_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42OTV4Njk1LnNkciJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=2hdnqIIjGPMAX_f0Wc2&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfA7yHSrxErvJCeY7UODzBBVLtugW0rzHiq0kh06SSTR9Q&oe=65C2B0B1&_nc_sid=10d13b
161;53,066398;8,793714;Pappelstraße / Friedrich-Ebert-Straße;50;"Ein älterer Mann kam mir entgegen und nannte mich: ""Dreckige Schlampe!""";"An older man came towards me and called me a ""dirty bitch!""";"Ich (19) bin an der Ecke Pappelstraße und Friedrich-Ebert-Straße über die Ampel gegangen und ein älterer Mann ist mir entgegenkommen und hat mich als ""dreckige Schlampe"" bezeichnet. Ich war total perplex und dann nur angewidert und traurig und wütend.";"An older man came my way at the traffic light Pappelstraße / Friedrich-Ebert-Straße and shouted: ""Dirty slut!"" First, I was completly perplexed and then I was disgusted, sad and angry.";NAN;m;e;NAN;w;NAN;19;NAN;https://www.instagram.com/p/CRB8nRPrRFA/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/211510080_1170706310078098_6107966391540926014_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=D5J6KL2EK6AAX-RSEGr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDen8QBzRGDRCQdFNsi0kXXWgbfqcwIPUuf1pjiyhdc1A&oe=65C2F406&_nc_sid=10d13b
